model,idiom,language,cluster
mSBERT,আর একটু হলে,Bengali,39
mSBERT,আর কতই বা,Bengali,39
mSBERT,আর কি,Bengali,39
mSBERT,আরম্ভসদৃশোদয়ঃ,Bengali,25
mSBERT,আরশির মুখে পড়শি দেখা,Bengali,26
mSBERT,আরশুলা আবার পাখি,Bengali,25
mSBERT,আলগা থাকা,Bengali,26
mSBERT,আলগা ভাব,Bengali,26
mSBERT,আলগা মন্তব্য,Bengali,26
mSBERT,আলগা মুখ,Bengali,2
mSBERT,আলটপকা,Bengali,35
mSBERT,আল্টিমেটাম,Bengali,20
mSBERT,আলটুফালটু কথা,Bengali,20
mSBERT,আলাইবালাই,Bengali,1
mSBERT,আলাদীনের প্রদীপ,Bengali,25
mSBERT,আলাভোলা,Bengali,1
mSBERT,আলালের ঘরের দুলাল,Bengali,25
mSBERT,আলুথালু,Bengali,35
mSBERT,আলুর দোষ,Bengali,26
mSBERT,আলেয়ার আলো,Bengali,0
mSBERT,আলেয়ার পিছনে ছোটা,Bengali,25
mSBERT,আলোয় আলোয়,Bengali,0
mSBERT,আল্লাকা পেয়ারা হো গয়া,Bengali,1
mSBERT,আল্লার কুদরত,Bengali,25
mSBERT,আশকারা,Bengali,35
mSBERT,আশনাই,Bengali,1
mSBERT,আশপাশ,Bengali,20
mSBERT,আশমান-জমিন ফারাক,Bengali,1
mSBERT,আশমানের চাঁদ হাতে পাওয়া,Bengali,25
mSBERT,আশাবধি কে গতঃ,Bengali,26
mSBERT,আশীসিক্কা ওজনের চড়,Bengali,25
mSBERT,আষাঢ়ে গল্প,Bengali,25
mSBERT,আষ্টেপৃষ্ঠে,Bengali,20
mSBERT,আসকে খেয়েছে ফোঁড় গণেনি,Bengali,38
mSBERT,আসতে কাটে যেতে কাটে,Bengali,12
mSBERT,"আসতে ছাগল, যেতে পাগল",Bengali,12
mSBERT,আসন টলা,Bengali,35
mSBERT,আসন্নকাল,Bengali,20
mSBERT,আসমান-জমিন ফারাক,Bengali,1
mSBERT,আসমানের চাঁদ হাতে পাওয়া,Bengali,25
mSBERT,আসর গরম করা,Bengali,23
mSBERT,আসর জমানো,Bengali,20
mSBERT,আসরে নামা,Bengali,35
mSBERT,আসল থেকে সুদের কদর বেশি,Bengali,34
mSBERT,আসা-যাওয়া,Bengali,32
mSBERT,আসানসোলে কয়লা চালান,Bengali,25
mSBERT,আসে যায়,Bengali,39
mSBERT,আসতে যেতে গলা কাটা,Bengali,12
mSBERT,আস্ত কেউটে,Bengali,12
mSBERT,আস্ত-না-রাখা,Bengali,1
mSBERT,আস্ত পাগল,Bengali,44
mSBERT,আস্ত হনুমান,Bengali,25
mSBERT,আস্ত শয়তান,Bengali,25
mSBERT,আস্তানা গাড়া,Bengali,1
mSBERT,আস্তিন গুটানো,Bengali,35
mSBERT,"আহামরি নয়, হ্যাক-থুও নয়",Bengali,5
mSBERT,আহাম্মকের গলায় দড়ি,Bengali,25
mSBERT,আহারনিদ্রা,Bengali,25
mSBERT,সপ্তপদী মৈত্রী,Bengali,1
mSBERT,আহ্লাদী পুতুল,Bengali,1
mSBERT,আহ্লাদে আটখানা,Bengali,25
mSBERT,আহ্লাদে গোপাল,Bengali,1
mSBERT,আহ্লাদে ফুটকড়াই,Bengali,12
mSBERT,আহ্লাদে ফুটিফাটা,Bengali,12
mSBERT,আহ্লাদের প্রহ্লাদ,Bengali,25
mSBERT,ইঁচড়ে পাকা,Bengali,44
mSBERT,ইঁদুর কপালে,Bengali,44
mSBERT,ইঁদুর কলে পড়া,Bengali,44
mSBERT,ইঁদুর-বিড়াল দৌড়,Bengali,25
mSBERT,ইঙ্গ-বঙ্গ ভাষা,Bengali,48
mSBERT,ইচ্ছে থাকলে উপায় হয়,Bengali,26
mSBERT,ইজাজত,Bengali,1
mSBERT,ইজ্জতের সওয়াল,Bengali,25
mSBERT,ইটের বদলে পাটকেল,Bengali,44
mSBERT,ইটের জবাব পাথরে দেওয়া,Bengali,44
mSBERT,"ইটে নেই, ভিটে নেই",Bengali,5
mSBERT,ইতরবিশেষ,Bengali,20
mSBERT,ইতিউতি,Bengali,35
mSBERT,ইতিকর্তব্যবিমূঢ়,Bengali,26
mSBERT,ইতি গজঃ,Bengali,12
mSBERT,ইতো নষ্ট স্ততো ভ্রষ্ট,Bengali,20
mSBERT,ইদের চাঁদ,Bengali,25
mSBERT,ইনকার,Bengali,20
mSBERT,ইনসান,Bengali,20
mSBERT,ইনসাফ,Bengali,20
mSBERT,ইনিয়ে বিনিয়ে,Bengali,35
mSBERT,ইন্তেকাল,Bengali,25
mSBERT,ইন্তেজাম,Bengali,35
mSBERT,ইন্তেজার,Bengali,25
mSBERT,ইন্দুরত্ন,Bengali,20
mSBERT,ইন্দ্রজাল,Bengali,35
mSBERT,ইন্দ্রপতন,Bengali,35
mSBERT,ইন্দ্রপুরী,Bengali,1
mSBERT,ইন্দ্রপ্রসাদী,Bengali,1
mSBERT,ইন্দ্রলুপ্ত,Bengali,25
mSBERT,ইন্দ্রীয়দোষ,Bengali,26
mSBERT,ইন্দ্রের শচী,Bengali,25
mSBERT,ইবলিশ,Bengali,20
mSBERT,ইমানদারি,Bengali,26
mSBERT,ইয়া আল্লা,Bengali,1
mSBERT,ইয়াঙ্কি কালচার,Bengali,35
mSBERT,ইয়ার-বকসি,Bengali,1
mSBERT,ইলশেগুড়ি,Bengali,35
mSBERT,এলাজ,Bengali,35
mSBERT,ইলাহী কাণ্ড,Bengali,1
mSBERT,ইলাহী খরচ,Bengali,34
mSBERT,ইলাহী রাত,Bengali,1
mSBERT,ইলেভেন্থ আওয়ার,Bengali,25
mSBERT,ইল্লতি কাণ্ডকারখানা,Bengali,25
mSBERT,ইশপিশ,Bengali,25
mSBERT,ইসারায় দিশাহারা,Bengali,25
mSBERT,ইষ্টিকুটুম্ব,Bengali,35
mSBERT,ইষ্টদেবতা,Bengali,26
mSBERT,ইষ্টনাম জপা,Bengali,1
mSBERT,ইষ্টমন্ত্র,Bengali,35
mSBERT,ইষ্টসিদ্ধি,Bengali,20
mSBERT,জুতা-সেলাই লাগাত চণ্ডীপাঠ,Bengali,8
mSBERT,ইস্তক-নাগাদ,Bengali,1
mSBERT,ইস্পার কি উস্পার,Bengali,35
mSBERT,ঈগলস্বভাব,Bengali,26
mSBERT,ঈদের চাঁদ,Bengali,1
mSBERT,ঈশানের মেঘ,Bengali,25
mSBERT,ঈশ্বরপ্রাপ্তি,Bengali,4
mSBERT,উঁচকপালী,Bengali,20
mSBERT,উঁচকপালে,Bengali,44
mSBERT,উঁচি দোকান ফীকি পান,Bengali,44
mSBERT,উঁচুগাছে ঝড় বেশী,Bengali,23
mSBERT,উঁচুগাছেই মই বাঁধা,Bengali,38
mSBERT,উঁচু ঘর,Bengali,20
mSBERT,উঁচু নজর,Bengali,29
mSBERT,উকিলি বুদ্ধি,Bengali,26
mSBERT,উকুন বাছা,Bengali,44
mSBERT,উকুনের দায়ে মাথা মুড়ানো,Bengali,26
mSBERT,উক্তস্য পুনঃ কথনং,Bengali,35
mSBERT,উগ্রচণ্ড,Bengali,20
mSBERT,উগ্রমূর্তি,Bengali,20
mSBERT,উচট খেয়ে প্রণাম,Bengali,26
mSBERT,উচ্চভাষী,Bengali,48
mSBERT,উচ্চিংড়া,Bengali,12
mSBERT,উচ্ছিষ্টভোজী,Bengali,20
mSBERT,উচ্ছের ঝাড়,Bengali,20
mSBERT,উজবক,Bengali,12
mSBERT,উজবুক,Bengali,35
mSBERT,উজাড় বনে শিয়ালরাজা,Bengali,1
mSBERT,উজান-ভাঁটি,Bengali,44
mSBERT,উজানে গুণ টানা,Bengali,44
mSBERT,উজানের কই,Bengali,25
mSBERT,উঞ্ছবৃত্তি,Bengali,12
mSBERT,উটকপালী,Bengali,35
mSBERT,উটকা নারী,Bengali,31
mSBERT,উটকে মুখে জিরা,Bengali,44
mSBERT,উটকো খবর,Bengali,12
mSBERT,উটকোমুখো,Bengali,35
mSBERT,উঠ ছুঁড়ি তোর বিয়ে,Bengali,14
mSBERT,উটের কাঁটাভোজ,Bengali,44
mSBERT,উঠতি অবস্থা,Bengali,26
mSBERT,উঠতি বয়স,Bengali,15
mSBERT,উঠতি বাজার,Bengali,25
mSBERT,উঠতে বসতে,Bengali,12
mSBERT,উঠন্তমুলোর পত্তনিতে চেনা,Bengali,44
mSBERT,উঠবস,Bengali,35
mSBERT,উঠল বাই তো কটক যাই,Bengali,12
mSBERT,উঠাবসা,Bengali,35
mSBERT,উঠান চাষা,Bengali,33
mSBERT,উঠান চষা,Bengali,35
mSBERT,উঠান পেরুলেই অর্ধেক সফর,Bengali,25
mSBERT,উঠান-সমুদ্র,Bengali,35
mSBERT,উঠি-কি-পড়ি,Bengali,12
mSBERT,উঠিত-পতিত,Bengali,12
mSBERT,উঠে পড়ে লাগা,Bengali,12
mSBERT,উড়নচণ্ডী,Bengali,20
mSBERT,উড়নপেকে,Bengali,35
mSBERT,উড়ে এসে জুড়ে বসা,Bengali,44
mSBERT,উড়ো কথা,Bengali,48
mSBERT,উড়ো খই গোবিন্দায় নমঃ,Bengali,25
mSBERT,উড়োচিঠি,Bengali,44
mSBERT,উৎকপালী,Bengali,20
mSBERT,উৎকর্ণ,Bengali,20
mSBERT,উৎকলিকাকুল,Bengali,44
mSBERT,উৎপন্নমতি,Bengali,26
mSBERT,উৎপাতের কড়ি চিৎপাতে যায়,Bengali,44
mSBERT,উতোর-চাপান,Bengali,12
mSBERT,উত্তমমধ্যম দেওয়া,Bengali,39
mSBERT,উত্তরপুরুষ,Bengali,25
mSBERT,উত্তরসূরি,Bengali,20
mSBERT,উত্তরাপথ,Bengali,19
mSBERT,উথালপাথাল,Bengali,35
mSBERT,উদয়াস্ত,Bengali,20
mSBERT,উদর চিরলে ক বেরোয় না,Bengali,26
mSBERT,উদরপরায়ণ,Bengali,26
mSBERT,উদরপূর্তি,Bengali,26
mSBERT,উদরসর্বস্ব,Bengali,35
mSBERT,উধো,Bengali,12
mSBERT,উধোর পিণ্ডি বুধোর ঘাড়ে,Bengali,44
mSBERT,কোটি চৌষট্টি,Bengali,35
mSBERT,ত্রিশ কোটি দেবতা,Bengali,25
mSBERT,কোটি চৌষট্টি পদের রান্না,Bengali,47
mSBERT,উনপঞ্চাশ বায়ু,Bengali,25
mSBERT,উনপাঁজুরে,Bengali,20
mSBERT,উনপাঁজুরে বরাখুরে,Bengali,1
mSBERT,উনভাতে দুনো বল,Bengali,12
mSBERT,উনানমুখী,Bengali,25
mSBERT,উনিশ বিশ,Bengali,20
mSBERT,উনিশ-বিশ,Bengali,35
mSBERT,উনিশ-বিশ করা,Bengali,39
mSBERT,উন্নাসিক,Bengali,35
mSBERT,উপকণ্ঠ,Bengali,44
mSBERT,উপঢৌকন,Bengali,35
mSBERT,উপযাচক,Bengali,20
mSBERT,উপযাচিকা,Bengali,35
mSBERT,উপর উপর,Bengali,39
mSBERT,উপরওয়ালা,Bengali,12
mSBERT,উপরচড়া,Bengali,12
mSBERT,উপরচাপ,Bengali,12
mSBERT,উপরচাল,Bengali,12
mSBERT,উপরচালা,Bengali,12
mSBERT,উপরতলা,Bengali,12
mSBERT,উপর-নজর,Bengali,12
mSBERT,উপরপড়া,Bengali,12
mSBERT,উপরমহল,Bengali,12
mSBERT,উপরি আয়,Bengali,20
mSBERT,উপরি-উপরি,Bengali,12
mSBERT,উপর্যুপরি,Bengali,39
mSBERT,উপরি খরচ,Bengali,34
mSBERT,উপরে ওঠা,Bengali,12
mSBERT,উপরে চিকণ চাকণ ভিতরে খেড়,Bengali,47
mSBERT,উপরোধে ঢেঁকি গেলা,Bengali,44
mSBERT,চিনির নৈবদ্য,Bengali,20
mSBERT,উপুড়হস্ত,Bengali,20
mSBERT,উপোসী ছারপোকা,Bengali,1
mSBERT,"উপোসে কেউ নয়, পারণের গোঁসাই",Bengali,5
mSBERT,উভয়প্রান্তে মোমবাতি জ্বালানো,Bengali,44
mSBERT,উলটপালট,Bengali,12
mSBERT,উলুখাগড়া,Bengali,12
mSBERT,উলুবনে কীর্তন,Bengali,44
mSBERT,উলুবনে মুক্তা ছড়ানো,Bengali,25
mSBERT,উলুবনে সাঁতার দেওয়া,Bengali,44
mSBERT,উল্কাপতন,Bengali,20
mSBERT,উল্কামুখী,Bengali,20
mSBERT,উল্টা বুঝলি রাম,Bengali,12
mSBERT,উল্টে চোরা কোতয়ালকে ডাঁটে,Bengali,44
mSBERT,উলটো ঢেকুর,Bengali,12
mSBERT,উল্টোপুরাণ,Bengali,20
mSBERT,উল্লু,Bengali,35
mSBERT,উশখুশ করা,Bengali,26
mSBERT,উষসী,Bengali,20
mSBERT,উষ্ট্রকণ্টকভোজনন্যায়,Bengali,20
mSBERT,উসকো মাটিতে বিড়াল হাগে,Bengali,25
mSBERT,উস্তম পুস্তম করা,Bengali,26
mSBERT,ঊনকোটি চৌষট্টি,Bengali,25
mSBERT,ঊনকোটি চৌষট্টি দেবতা,Bengali,25
mSBERT,ঊনকোটি চৌষট্টি ব্যঞ্জন রান্না,Bengali,25
mSBERT,ঊনপঞ্চাশ বায়ু,Bengali,25
mSBERT,ঊনপঞ্চাশে পাওয়া,Bengali,25
mSBERT,ঊনপাঁজুরে,Bengali,20
mSBERT,ঊনপাঁজুরে বরাখুরে,Bengali,1
mSBERT,ঊর্ধ্বচারী,Bengali,26
mSBERT,ঊর্ধ্বতন,Bengali,26
mSBERT,ঊর্ধ্বদৃষ্টি,Bengali,26
mSBERT,ঊর্ধ্বশ্বাসে,Bengali,20
mSBERT,ঊর্মিমালী,Bengali,25
mSBERT,ঋণচোর,Bengali,18
mSBERT,ঋণ-ছ্যাচড়া,Bengali,18
mSBERT,ঋণজাল,Bengali,18
mSBERT,ঋতুপর্ণা,Bengali,35
mSBERT,ঋতুরাজ,Bengali,35
mSBERT,ঋপু,Bengali,35
mSBERT,ঋষিশ্রাদ্ধ,Bengali,25
mSBERT,এঁচড়ে পাকা,Bengali,12
mSBERT,এঁটিলি,Bengali,12
mSBERT,এঁটুলিপোকা,Bengali,35
mSBERT,এঁটে ওঠা,Bengali,12
mSBERT,এঁটে দেওয়া,Bengali,12
mSBERT,এঁটে যাওয়া,Bengali,12
mSBERT,এঁটো-কাঁটা,Bengali,35
mSBERT,এঁটোকাঁটার বিচার,Bengali,26
mSBERT,এঁটোখেকো,Bengali,1
mSBERT,এঁটোপাত,Bengali,20
mSBERT,এঁড় কাটা,Bengali,44
mSBERT,এঁড় দেখানো,Bengali,20
mSBERT,এঁড়ে,Bengali,12
mSBERT,এঁড়ে গরুর দুধ,Bengali,47
mSBERT,এঁড়ে গলা,Bengali,12
mSBERT,এঁড়ে তর্ক,Bengali,20
mSBERT,এঁড়ে তেল দেওয়া,Bengali,47
mSBERT,এঁড়ে লাগা,Bengali,12
mSBERT,এঁড়ে লোক,Bengali,31
mSBERT,এঁড়ে ষণ্ড,Bengali,44
mSBERT,এঁদো,Bengali,35
mSBERT,এওতা,Bengali,20
mSBERT,এ-ও-সে,Bengali,12
mSBERT,এক আঁচড়ে বোঝা,Bengali,20
mSBERT,এক আকাশে দুই সূর্য,Bengali,0
mSBERT,এক আঙুলে তুড়ি লাগে না,Bengali,5
mSBERT,এক আধটা,Bengali,39
mSBERT,এক আধটু,Bengali,39
mSBERT,এক আধদিন,Bengali,32
mSBERT,এক আর একে এগারো হয়,Bengali,39
mSBERT,একেক,Bengali,12
mSBERT,এক-এক,Bengali,39
mSBERT,এক ওয়াকিফহাল সাত নবিসিন্দা,Bengali,1
mSBERT,এক কড়া বুদ্ধি নেই চার কড়ার মেজাজ,Bengali,45
mSBERT,এককড়া,Bengali,12
mSBERT,এককড়াই দুধে একফোঁটা চোনা,Bengali,47
mSBERT,এককথা,Bengali,39
mSBERT,এককথায়,Bengali,20
mSBERT,এককথায় দু'কথায়,Bengali,39
mSBERT,এককথার মানুষ,Bengali,31
mSBERT,এক করা,Bengali,26
mSBERT,এককলম লিখে দেওয়া,Bengali,26
mSBERT,এককলমী,Bengali,20
mSBERT,এককলসী,Bengali,20
mSBERT,এককলসী দুধে একফোঁটা চোনা,Bengali,47
mSBERT,এক কলসী দুধে এক ফোঁটা চোনা,Bengali,47
mSBERT,এককলসীর জল,Bengali,13
mSBERT,এককাঁড়ি,Bengali,12
